id,category,text
1329104513303683073,2,"Amazingly good response and Pfizer said that no serious safety concerns related to the vaccine were reported in its study, which included 43,661 volunteers. https://t.co/X4yAtJdn0H"
1326174248583507968,0,"Exactly. Me neither. No thanks @MattHancock. Please don't waste a penny on my behalf, on this archaic needless nonsense.  No test, no vaccine, keep that crap away from me, thank you https://t.co/ChnUH2xPWK"
1326139962681602048,1,The only vaccine he should get comes from a vet to put him to sleep https://t.co/Ao6qVFuRVO
1326207638510526464,1,"@poconnell2 @robreiner My brother, a magat, is impressed with Trump’s handling of COVID19. This includes the vaccine.  My brother!"
1329062095116247041,0,"With the usual fetal tissues, this is the packaging for the vaccine. No thank you. Research these ingredients, do you want your DNA changed? https://t.co/wEObGk7Y0z https://t.co/HnnN67Mrad"
1325770682664357889,2,"A highly encouraging and positive development in the race to develop an effective #COVID19 vaccine. RT: Covid-19 vaccine candidate is 90% effective, says manufacturer https://t.co/9wD3r9zhN1"
1325965503001747456,0,My eyeballs can NOT even roll hard enough!! JOE BIDEN IS NOT MY PRESIDENT! And I REFUSE to take any #phonycorony vaccine! PERIOD! https://t.co/zJUy6Xbmk2
1344283750658666500,2,An exciting milestone in our fight against #COVID19: CVS Pharmacy teams have begun administering the first dose of the Pfizer #vaccine at long term care facilities. https://t.co/VtBRw7dEcz
1326130682721161216,2,Same vibes. Seriously good news about a vaccine though! https://t.co/8TVOAVZvcJ https://t.co/EX8SVoX8RG
1325770383623147521,2,GOOD NEWS: Pfizer says early analysis shows its Covid-19 vaccine is 90% effective  https://t.co/pbHmaxLMyv
1332948116614516741,0,"#Coronavirus global hoax by politicians pushes lockdowns only to impose a 3-level #feudal tyranny of a #socialcredit #trackandtrace #technocracy, kill small businesses for #BigTech &amp; make you infertile/change DNA via #BigPharma toxic vaccines w/ #BillGates #ID2020 tracking chips. https://t.co/zvFKlofnzG"
1343574203455451137,1,Beware the fake NHS Covid-19 vaccine texts circulating - don&amp;#39;t fall for them https://t.co/vMZ2KoiHHB via @MetroUK
1325709413961920512,0,It seems more a vaccine to cure the rat not to end his misery in the maze #ratmaze https://t.co/tu4VpuTH1W
1336779512558854148,0,I have severe allergies for which I carry an Epipen and have had to use them a few times. The announcement was made to warn people like me to not take the Pfizer vaccine. I will wait for the next one thanks. https://t.co/iHBiD8dUmS
1326117531132846081,0,Your so right. #donttajethevaccine https://t.co/iq9aPLKIjA
1325995469223329792,2,This is why the lockdown and border closures were worthwhile - buying time can get you to a vaccine. https://t.co/p6YoiikJvn
1325806524577484801,1,Desperately searching my retirement funds to see if there is some @pfizer stock there. #vaccine #Pfizer #CovidVaccine #COVID19
1325673710129385472,1,UK's coronavirus vaccine taskforce chief faces questions over biotech fund https://t.co/MJZkM79FlN
1345097993968439296,2,"@realDonaldTrump @KristiNoem @SenJohnThune I hope to see the great President-elect @JoeBiden, take better control of Coronavirus than loser Donald Trump, who not only botched testing he’s also dropped the ball on vaccines. Warp Speed my ass I’ve seen snails 🐌 move faster! 🙄"
1326215352330563584,0,Use your critical thinking people.  We have no idea what is really in these vaccines.  Covid is not the deadly virus they made it out to be. https://t.co/US1UHVxgdT
1326415612269092864,2,The announcement by #Pfizer that the #vaccine was more than 90 percent effective in a large-scale clinical trial has lifted the mood of Qatar’s #travel and #hospitality sector  #Qatar #Covid19   https://t.co/WayPnN0Td4
1337601788636246023,0,@ScottGottliebMD Who would trust this vaccine now?https://t.co/p387h2hMyP
1332586404702867456,1,@RealWayneRoot No one cares what you do for Christmas it is your house and your life. But you have no right to be reckless with your health and go around town  Endangering others.. Even the vaccine maker says to be careful idiot https://t.co/DjLRP9lwav
1344513678054359041,1,Misleading yung title. The vaccine needs to work for almost 2 weeks before you can claim it did not work https://t.co/gFCY4ijbqR
1325961217345802241,2,"Reading this, it become obvious Covid-19 is unique in it's ability to make you sick in a number of ways. A vaccine can't come soon enough."
1325770884553068545,2,Covid vaccine: First vaccine offers 90% protection  🙏🏼 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼  Let’s hope this is the beginning of the end......   #vaccines #COVID19  https://t.co/Bv66POmOEc
1325770467978981377,0,"Without vaccine, the surviving rate is 99% much better without vaccine ✌🏻 https://t.co/GuJbTpnvNu"
1341435349906710537,1,Why should I trust the coronavirus vaccine when it was developed so fast? A doctor answers that and other reader questions https://t.co/8BwvQTZ1qi
1344056894869143553,2,Be safe people. Skip that haircut. skip everything until we all get vaccinated.https://t.co/cSeBM64x0p
1330869252740571136,2,"Good news to begin the week. This looks like the best candidate so far for vaccinating the world, given cost &amp; stability. I hope in 2021 that nations can collaborate with one another to ensure this is added to the vaccination drives that have all but eliminated polio &amp; smallpox. https://t.co/p2gmTswLZx"
1338707517065596929,1,People really going to take the Covid-19 vaccine just to turn into the demogorgon
1326080221422956545,0,Respect for Dr. Atta ur Rehman. I had similar concerns regarding Pfizer vaccine. https://t.co/9BsU3nzdKS
1325770869600346112,2,Give me the vaccine and get me in elland road https://t.co/mfdv2BRzlx
1325702200220377088,1,"Here's what we still don't know about a COVID-19 vaccine, according to an expert https://t.co/Ff3OoquJPP #COVID19 #Vaccine https://t.co/PJRCNwKsim"
1340328682678730752,0,"Pfizer, Moderna COVID-19 vaccines and facial paralysis: No thanks. https://t.co/m43NV5TX6r"
1336428414350323714,0,Won't take any drug or vaccine that alters my DNA or mRNA! https://t.co/c1WRHXyoRb
1325770219986542593,2,Awesome   The news on covid-19 keeps getting better and better. REGN-COV2 + vaccine + potential virus attenuation https://t.co/DATeKSVQIl
1342876595426652160,1,https://t.co/yYWj2w04YP We must continue to wash our hands#Coronavirus #Simulation #ComputerScience #Covid #Vaccine #Agent #SocialDistancing #StayHomeStaySafe #Python #pythonprogramming #Covid19 #StayHome #OOP
1343044559866003456,2,Another promising news on the #CovidVaccine front.@AstraZeneca @UniofOxford vaccine to rollout in the #UK soon. #COVID19 https://t.co/WCCcp422eS
1345136653661302785,0,@NBCNews 🟢This is why I *WILL NOT* be putting that vaccine into MY body- There is a sinister undertaking to this whole affair- We are already seeing #VaccineApartheid -The rich will get the real thing- minority doses are subject to tampering- BE AWARE✊🏾#pandemic  #COVID19  #Wisconsin https://t.co/UI6L9EeLwJ
1345484907922010116,2,"Chris Whitty has warned vaccine shortages are likely to cause problems for ""several months"".  Exposed to the virus every day, Frontline healthcare workers need to be vaccinated as a priority. They need protection NOW if they are to help you/your loved ones https://t.co/b17IG4omW0"
1328313937130119169,0,Unless it’s 100% effective than 94% is useless and release the potential side effects that this may cause   Still can’t make me get this vaccine my body my choice 🤷‍♂️ https://t.co/ynRdC006Vi
1325999284832104449,2,"Yes! It’s actually not #vaccines that work, it’s #vaccination! https://t.co/F7uKcaqPLE"
1325780857626488838,1,I guess the stock market got this news!!!  #COVID19 #vaccine https://t.co/OHNkwZlXqI
1325879952085028868,2,Good news: Pfizer and BioNTech announce trial data showing COVID-19 vaccine is more than 90% effective  https://t.co/LeAIOYEtTF
1340030967151390720,2,"All these old white men don’t trust Pfizer’s COVID-19 vaccine, but trust them for their regular Viagra refill. Make it make sense."
1325708900126121987,1,Australia begins production of AstraZeneca and Oxford’s covid-19 vaccine candidate https://t.co/rwm1Wq492t
1337747503165272064,2,"Hogwash!  Don't use this as a pretext for more shutdowns. Thanks to our President Trump, the vaccine is on it's way. https://t.co/vnLQU5VAVL"
1329073104023396352,2,More amazing Covid vaccine news!! https://t.co/RHeMmYOp8U
1325884552011636736,2,Any success vaccine news is a good news https://t.co/eaVZUpjDil
1328869141617520640,1,Pfizer chooses 4 states for pilot vaccine delivery program $pfe #vaccine #Pfizer  https://t.co/dvECmXBdLl
1333442672871284742,1,Moderna to ask health regulators to authorize its COVID-19 vaccine - The Wall Street Journal https://t.co/3wFuCNOOYv
1325932509809451009,0,Covid has barely been around for a year you can't make vaccines for future virus's without the fucking virus to begin with. Biden aint done shit to help with Covid. Are you stupid? https://t.co/MExt3eBKhv
1335567394702585857,2,I don’t wanna hear shit from people worried about the “long term effects” of the vaccine but are in no way worried about the actual long term effects of COVID19 https://t.co/Vo4B8OKkFW
1326090604074430464,1,"Chinese coronavirus vaccine better suits Pakistan, says Dr Atta-ur-Rehman ."
1341203006977544192,1,Virus explainer goes viral as Saskatoon doctor answers COVID-19 vaccine questions | CBC News https://t.co/dTNTrcmNi2
1328761918694305793,1,"""I'm a little surprised we don't have a website with the CDC where people can register their interest in getting a vaccine,"" @BillGates tells @andrewrsorkin at #DealBook2020. #covid19"
1325866029923389440,2,Good news on Covid vaccine from Pfizer. https://t.co/d5gy67DYHO
1336230711490191360,2,@AoDcn0227 @seweraat @ABC She was a doctor working with Covid19 patients who received the control not the vaccine and she died of Covid19. You are basically making the case that unvaccinated people can die from Covid19. We know.
1325726248967041026,0,@rood_wit No need for a vaccine for #COVID19 It does not mutate like flu. https://t.co/2cPhUiVzIL
1332436444187680772,2,Sad about this... because I really want a range of vaccines to be available 😳 https://t.co/PGNWfBbgyY
1325670627655741440,0,"🤔 I had no clue that by leaving my bubble would expose me to germs 🤨  This is just how they want to control people.... Next we have mandatory vaccines, continued lockdowns, relying on the government etc etc..... That's how socialism starts!!  #COVID19 #VirusCorona #coronavirus https://t.co/wvGLE9oqu3"
1325671963537285120,1,"The latest edition of the weekly newsletter with my initial thoughts on the elections, the effectiveness of the first COVID-19 vaccines, the story about 17 million minks being gassed in Denmark, and more.  https://t.co/5Sz7q5ZfHX. Sign up if you'd like."
1329059374933880839,2,To all the ignorant fucks that say they won’t take the vaccine: You can’t say that and hope that everyone else will take it so you can be fine by default. Do your part and get vaccinated when the time comes https://t.co/9IZci9Ulu1
1336407766412378113,1,WHY SHOULD HE? HE'S HAD THE VIRUS! YOU DON'T NEED TO PROVE ANYTHING PRES TRUMP! GOD BLESS. Trump Willing to Take Coronavirus Vaccine Live but Will Likely Wait https://t.co/yq1L8D98Ih via @BreitbartNews
1325816256805658624,0,I don't care how effective they claim their vaccine is. I will not take the risk until Biden's coronavirus team says it's safe.
1330056042831601664,0,"@StopMotionsolo I don't need a condescending science lesson from you, I'm well aware of how things work, I'm not against anyone choosing to get the covid-19 vaccine, by all means go run out and get it when it's available"
1326237172878413827,0,I think all the world leaders should step up and volunteer to be the first to test the vaccine. Makes sense doesn’t it? https://t.co/1W2H1QSypK
1335710496100519936,1,"But, how long is the vaccine good for? https://t.co/yEqyLg0jX5"
1325770142236745730,1,"The first coronavirus vaccine can prevent more than 90% of people from getting Covid-19, a preliminary analysis shows.  The developers - Pfizer and BioNTech - described it as a ""great day for science and humanity  https://t.co/OhyTPpdP6M"
1325804648981258240,2,Cautiously optimistic about this Pfizer's #COVID19 #vaccine. It's a great beginning though... https://t.co/fGCJ03BEH7
1337584743311925248,0,more pressure to get this vaccine pumped into everyone. stay away from me https://t.co/aFfjzg9gso
1325782076810014720,2,The vaccine is here.   The US is going to save the planet from this plague. https://t.co/9sMWHxyYBP
1325942190539943937,2,Tom from Widnes won’t be having the  COVID-19 vaccine because he doesn’t know what’s in it 😂. Like he knows what’s actually in paracetamol or fucking fish fingers. Grow up Tom conspiracy theorists are not super intelligent visionaries.
1333131706329686020,1,"@KTLA Before the vaccine is ready, avoid direct contact that spreads coronavirus, use BostApp instead to communicate safely with people nearby while keeping #SocialDistance, download for free at Apple  https://t.co/GP34Pgg4UP &amp;       Google https://t.co/Ou1jmj0T3g https://t.co/Bu0PCQoOuT"
1325674145498214400,1,Interesting report on @60Minutes about vaccines. #COVID19
1347213587471859712,0,I don't trust Covid19 .I don't trust the vaccines.It's nonsense.
1325894220314537987,0,"@SkyNews Do NOT be fooled! All #Covid19 vaccines are poison! We will Not be vaccinated against our free will, with covid19 poison vaccines! This is a fake pandemic! #NoPoisonVaccines #JailWhitty #Covid19Hoax #RefusePoisonVaccines #CovidHoax #NWO  #VaccineTerrorism #HumanRightsAbuse https://t.co/tj8WlNripo"
1326032144800641025,0,"After reading this, IMO, this vaccine has not been tested enough or long enough for me to want to take it. I'll pass.  Pfizer and BioNTech Announce Vaccine Candidate Against COVID-19 Achieved Success in First Interim Analysis from Phase 3 Study | Pfizer https://t.co/6WwdioNpQW"
1336519356080136192,0,DO NOT TAKE THE VACCINE: Dr. James Lyons-Weiler at PA Medical Freedom Press Conference: Covid HOAX! https://t.co/EZ7BLP5cnQ via @BitChute #COVID19 #VaccinoAntiCovid
1325770338517606400,1,Covid vaccine: First vaccine offers 90% protection #COVID19  https://t.co/i0rkqjKS5p
1329213124969435145,2,Much-needed good news all week on the COVID vaccine front. https://t.co/QYR4THX8H2
1330288812744974337,1,"@realDonaldTrump Trump was a total disaster in handling the covid-19 pandemic, did not have a hand in the development of a vaccine and pretended like the outbreak was a hoax. - But doesn't everybody know that!"
1330359566475915266,0,Anybody who wants to op out of #vaccines should be able to. Period https://t.co/5Xu2ZfjCHZ
1346651942303404032,1,#Vaccination to be completed with only one type of vaccine. Different Covid-19 vaccines not interchangeable. Explained: India Covid-19 vaccination FAQs https://t.co/PdE9Sv1oi1 via @IndianExpress
1325937942423072769,0,YES - That's great news for low information people but WHY take a rushed vaccine for a virus that has proven to have a 99.6% cure rate????? Makes NO SENSE.  Any vaccine should be under study and follow uo for 5 /10 years -it is NOT like a prescription - it is in your body forever https://t.co/cQd9bljBYx
1325818640613117952,0,⁦@BorisJohnson⁩ #vaccines #bankers #greed #FreedomOfSpeech #life #HumanRights #inoculation #DNA #infertility #COVID19 🦠 He said there are already microscopic technologies that can enter the bloodstream🩸💉🧿 Boris🤦🏽‍♀️...Your words? 😏 https://t.co/UneyLcpNPR
1335123242533543936,1,Will you authorize a COVID-19 vaccine for a relative in a nursing home? Ask these questions first https://t.co/OQ1hfVjSq1 #ETF #tracker
1325908576548790272,2,"Fuck yes how good is this!! The creators claim to have a vaccine that works 90% of the time to treat a flu that the body resolves naturally 99.7% of the time. Give it to me ASAP, we don’t need any more trials. We need the vaccine now! https://t.co/LQKP8TeODY"
1325770893172252674,2,great news. hopefully the vaccine is reliable 👏 https://t.co/rIVmROGnq0
1325796590234251264,0,"Damn, but don’t vaccines have be 100%? Or is 90% okay https://t.co/xVO5zCsu3l"
1336218017013829635,2,"At last, some good news.  1st person in the world to be vaccinated for @Covid19 Margaret at 90 years old 😘 and 2nd person named William Shakespeare 😀 Well done UK and thanks #Pfizervaccine #BioNTech #positivity #NHS #HappyTuesday https://t.co/j3sEJa6imk"
1345335151744741376,0,"Don't worry, if we don't have the right one, we'll give you another vaccine booster. No idea of the side effects... Yeah we know it contradicts all guidance but we may as well give it a go. https://t.co/eYCRdvXNZ3"
1333574583946014721,2,"Most exciting news of 2020, beating imminent approval of COVID-19 mRNA vaccines. This is going to change everything. https://t.co/OwqsDxGlpq"
1346207326773112832,0,@daystar1952 @HegKong Humans are the NEW ferrets. All covid vaccines skipped animal testing. 100% of vaccinated ferrets died when exposed to wild virus in ALL earlier coronavirus vaccine attempts. https://t.co/MBxbQ5cXQe
1336317760628875264,0,"Why get vaccinated for a virus with a 99%+ survival rate, if it is not clear wether you can still get infected afterwards? https://t.co/MBqXatdXii"
1325903591077531650,2,"@naaadz_ If you have a valid reason that’s alright but it’s the the ones that have totally lost their minds.. the everyone who believes are sheep, coronavirus isn’t real, vaccines are to track you blah blah just shite😂"
1325746069007970304,0,Dear @ProfKarolSikora   I'm very disappointed that on @talkRADIO with @Iromg you have referred to people who don't want a #covid19 #vaccine as 'anti-vaxxers'. Please retract.  There is good reason that people in #Britain should be concerned about this rushed vaccine.  Thank you.
1325677628871696385,1,"India Today: Coronavirus vaccine update: Bharat Biotech plans mid-2021 launch for Covaxin, protests in Brazil against Chinese vaccine. https://t.co/obPqMyO5vs  via @GoogleNews"
1326176357278048258,2,COVID-19 vaccine is coming. We now can see the goal now🧐
1325833134252978180,1,"@hijodelcuervo @o_rips From article; ""The #Moderna vaccine uses synthetic messenger RNA (mRNA) to mimic the surface of the #coronavirus and teach the immune system to recognize and neutralize it.""  Tell us the part about how this has never actually been done before, pre-COVID https://t.co/dYTG2A6HbY"
1326925933962547201,1,@BBCWorld Putin said Russian has a COVID-19 vaccine??????
1325807247553859587,2,btw for you anti-vaxxers weirdos this isn’t the final vaccine. but this had exceeded the FDA’s 50% effectiveness target which was proposed. this is the first n initial vaccine which then will pave the way for more effective vaccines to come in terms of safety n potency. https://t.co/iwJTmvJFng
1334455226145722371,1,Can employers require you to get a COVID-19 vaccine? – KRQE News 13 https://t.co/9MmpmRoV37
1328341482546339840,1,@IvankaTrump @realDonaldTrump Look at that! President Biden has only been on the job one week and he already has two vaccines!  https://t.co/YdM2PxmMVK
1325835611689922562,2,Now sheep take your vaccines so we can get back to fucking normal 🙃 https://t.co/LKYdbM5Vo4
1326151338212855808,0,"Dan snow can participate in covid19 vaccine trials like a guinea pig himself... forcing vaccines, specifically for a virus with 99.8 survival rate.. nazi @thehistoryguy"
1325796657892634629,0,"I believe in the efficacy of vaccines 100%, but why would I voluntarily take a  Covid-19 vaccine ? I’m more worried about potential side effects from the rushed vaccine than actually suffering from Covid-19 symptoms."
1325805525913759746,1,"'Thank you, President Trump!!': Stock futures soar on positive news from Pfizer and a Covid-19 vaccine https://t.co/ojdJjqFlw7 @TwitchyTeam #AAG #AAG2020"
1325836295084630026,0,"@pfizer @pfizer @PfizerEUPolicy @pfizer_news @Pfizer_UK @PfizerNL Remember Kano killing, deformities and exploitation. You don't even have a handle for any African Country yet you want use to your poison called Covid-19 vaccine!"
1325911151008428033,2,Really good news: Pfizer and BioNTech report that their COVID-19 vaccine is 90% effective https://t.co/qdUPSMkngs via @reason
1334553942315831301,1,Avoiding the coronavirus vaccine might prevent you from accessing some businesses https://t.co/5chwLINxQc
1328765378462240769,2,💜💜💜 ⁦@DollyParton⁩ on helping to fund the coronavirus vaccine: I just wanted 'to do good’ https://t.co/TRZbfjYvz1
1344159425557389313,2,"Thank you, @SRuhle @RebeccaJarvis for getting out important information regarding the #COVID #vaccine rollout, especially in #Florida. In addition to actual logistical issues, our nation is still wracked by so much disinformation and confusion (starting at the top). I have ideas. https://t.co/7VTA02lV42"
1326062247412551681,1,"""I was part of a trial for Pfizer’s covid-19 vaccine. It’s a miracle for genetic medicine.""  https://t.co/DYVa8FCGZo"
1325671656883277824,0,"@Charlotte3003G This is the 7TH coronavirus to hit humans, we never developed a vaccine for the previous 6. Most vaccines take 7-20 years to develop. Big pharma is protected from an injury/death you might experience from the first ""Test"" vaccine. @Charlotte3003G  #covidhoax #besafe&amp;controlled"
1338390408112574464,1,"""#Trump @WhiteHouse staff to be among first to receive #COVID19 #vaccine""  https://t.co/Lp1tsQoFtu"
1325746922439667713,0,Say NO to the CV19 vaccine. It'll save your life. https://t.co/pPDHXn28Wp
1334280296003342338,1,California #Dental Association #CDA  #professionals  #phase1   #COVIDー19  #vaccine #distribution #plan #medical #health #healthcare 🦷 https://t.co/nBJwu78Fle
1329206530311409665,1,"@realDonaldTrump if you want credit for the COVID-19 vaccine, how about working with the newly elected administration on a roll out plan?"
1325770201108017152,2,Thank you to all community pharmacy teams for your incredible effort in delivering the important protection of a flu vaccine to so many people. Very proud of your achievements and we hope pharmacists will also have a role to play in delivering a COVID-19 vaccine in due course https://t.co/sCOaC3oapz
1330694865043161089,1,"Flu #vaccine rates among minorities vs.whites in US (2019-2020)=rough preview re access/uptake gaps for #COVID19 vaccine:""Black people had a lower flu vaccination rate compared to White people in 36states..largest gaps inDC(44%vs.71%),Nevada(30% vs.47%).."" https://t.co/Hqx5xbmwio"
1330434998030262274,0,Please sign and SHARE this link - Petition: Prevent any restrictions on those who refuse a Covid-19 vaccination https://t.co/sJZ0c99MfT
1325821356575961090,2,"Poor Donald Trump! This COVID-19 vaccine came just one week too late to save his presidency 😂  But, for everyone else it's good news. We may see some resemblance of normality by next summer.  *Waits for anti-vaxxers to start replying, citing that vaccines cause autism etc* https://t.co/9klyPDaGKD"
1326238834632388609,0,"@marklevinshow Never has a successful Vaccine being made before for coronavirus's.  You want people to take it:  Recovery rate of 99.8% Takes min 5/6 years safe vaccines Millions protesting since May worldwide, deaths decreasing, not increasing.  All countries worldwide, annual mortality normal"
1343916291074252802,0,"Words fail....but at least, give the Ontario Vaccine Chair points for honesty... a “ mistake” https://t.co/6coJz2JZRt"
1345077322076962816,2,I would like to thank the current administration for getting our hopes up then.. being COMPLETELY IMPOTENT! I don't care how big his hands are...US surpasses 20 million Covid-19 cases as experts warn it'll take months for vaccines to turn the tidehttps://t.co/GADdqTbtoq
1336675531505487873,1,How convincing are arguments for taking a #COVID19 #vaccine? @IpsosMORI (Predicted that 70% of populations have be vaccinated for it be effective) https://t.co/4rYi43G37j
1326154145934569479,2,"Covid-19 has ruined so many people's lives, but also derailed our travel plans for this year and for so many of us, who wanted to travel overseas, but couldn't, due to the infection rates spiralling, lack of testing facilities at airports &amp; with no vaccine... but that is all set"
1325863044405190656,2,It’s good to know that the Pfizer COVID-19 vaccine is effective short term. However the requirements this vaccine has to be in to remain effective are very strict (-90*F).
1331602758227660801,1,$PFE $BNTX $MRNA - U.S. aims to release 6.4M COVID-19 vaccine doses in first tranche - Reuters https://t.co/FLJzA17oVQ Great Dividend Stock BUY PFE !
1346168580442882049,1,what are mRNA and DNA Covid-19 vaccines doing to the brain? https://t.co/SBAc0liPpH
1333147480293322752,1,How mapping technology and location intelligence will help COVID-19 vaccine distribution https://t.co/E15Cde9Uq7 via @FierceHealth #COVID19
1334648545203392512,1,"@hill0karen Saluti, please find the unroll here: @GavinNewsom: VACCINE UPDATE: CA will be receiving 327k doses of the new Pfizer #COVID19 vaccine in mid December. The… https://t.co/ECDbKZBdKQ Have a good day. 🤖"
1336318560805720064,1,Chief science adviser Moncef Slaoui told ABC on Tuesday “no one reasonably would buy more from any one of those vaccines because we didn’t know which one would work and which one would be better than the other.” https://t.co/PAvAgYMjti
1337169703790288898,0,The virus might be serious but you’re an absolute lunatic if you take this vaccine https://t.co/nUjJ9s6kbz
1330787646327681024,0,"@BBCBreakfast @BBCNews COVID19 is less dangerous than the flu. You're lying to the public with your fake PCR ""casedemic"" to line the pockets of your vaccine friends. We're not taking your vaccine you liar."
1345535951909642240,2,@NYDailyNews WTF @NYDailyNews WHY ARE you sticking your ignorant nose where it doesn’t belong - with misinformation. Your editorial to skip/delay 2nd dose of coronavirus vaccine is irresponsible and dangerous. Please retract.  Are you sure you know more than Dr Fauci. https://t.co/kHyMRisnUS
1325890836236656640,2,"This is such good news, but please remember that widespread vaccine administration is still months away! We are so far from the finish line, but it’s nice to know that maybe it does exist. #MaskUp #COVID19 https://t.co/Vo6Vq2JOXP"
1341102036172107779,0,Yet Congress #Congress #CongressIsAJoke says 600.00 one time or 1200.00 one time is sufficient while businesses go under manufacturers &amp;STORES engage in PRICE GOUGING THEY take the SAME thing @realDonaldTrump did for #COVID19 #CovidVaccine while pushing&amp; FORCING a bootleg vaccine https://t.co/Hf1gKHIPfy
1325812005534633985,0,I REFUSE to get this vaccine. Idc what nobody has to say. https://t.co/Z7NBE5dxA2
1326191047999811588,1,"Banks: A cancer survivor, he joined a coronavirus vaccine trial. He was part of Pfizer breakthrough https://t.co/8ePV4trP1W"
1325770633456783366,2,"@Independent Exciting news!   Let’s hope this is the beginning of the end of this pandemic   Let’s also hope that if indeed the vaccine is effective, it will then be distributed fairly and equally around the globe 🌍 https://t.co/Of3ZnrUKEM"
